movie_id,movie_title,numb_of_critics,duration,genres,num_voted_users,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,gross,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_id,actor_1_id,actor_2_id,actor_3_id
3099,White Noise,173,101,Drama|Horror|Mystery|Thriller,41763,architect|grave|obsession|river|voice,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,English,UK,PG-13,10000000,55865715,2005,5.5,2.35,0,585,416,,
835,The Pacifier,125,95,Action|Comedy|Drama|Family|Thriller,66308,bodyguard|death of husband|male nanny|nanny|wrestling match,http://www.imdb.com/title/tt0395699/?ref_=fn_tt_tt_1,225,English,Canada,PG,56000000,113006880,2005,5.5,2.35,0,239,128,,
3417,The Wendell Baker Story,32,99,Comedy|Drama|Romance,5159,directorial debut|fantasy sequence|nurse|old age home|prison,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,27,English,USA,PG-13,8000000,127144,2005,5.5,2.35,143,1469,167,,
883,���æon Flux,178,93,Action|Sci-Fi,110614,based on cult favorite|disease|female hero|female protagonist|future,http://www.imdb.com/title/tt0402022/?ref_=fn_tt_tt_1,532,English,USA,PG-13,62000000,25857987,2005,5.5,2.35,0,414,234,,
2297,The Man,72,83,Action|Comedy|Crime,21933,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1,76,English,Germany,PG-13,33000000,8326035,2005,5.5,1.85,676,243,117,,
1084,Monster-in-Law,132,101,Comedy|Romance,43358,breakdown|fight|mother in law|scheme|wedding,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,228,English,Germany,PG-13,60000000,82931301,2005,5.5,2.35,0,275,192,,
2528,Southland Tales,173,160,Comedy|Mystery|Sci-Fi|Thriller,32671,amnesia|boxer|conspiracy|police|porn star,http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1,238,English,France,R,17000000,273420,2006,5.5,2.35,0,827,85,,
2518,American Dreamz,153,107,Comedy|Music,22639,chief of staff|contest|president|singing|terrorist,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,217,English,USA,PG-13,19000000,7156725,2006,5.5,1.85,300,166,66,,
3127,Employee of the Month,85,103,Comedy|Romance,37681,competition|date|employee|laser in eyes|slacker,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151,English,USA,PG-13,12000000,28435406,2006,5.5,1.85,0,1315,532,,
2797,I Think I Love My Wife,97,94,Comedy|Drama|Romance,13866,banker|investment|investment banker|marriage|sex,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55,English,USA,R,,12550242,2007,5.5,1.85,488,616,27,,
2725,Blood and Chocolate,106,98,Drama|Fantasy|Horror|Romance,15388,colorado|love|murder|rocky mountains|werewolf,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,190,English,USA,PG-13,,3525161,2007,5.5,2.35,0,1142,413,,
469,The Day the Earth Stood Still,276,104,Drama|Sci-Fi|Thriller,139423,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,English,USA,PG-13,80000000,79363785,2008,5.5,2.35,0,245,64,,
372,You Don't Mess with the Zohan,198,113,Action|Comedy,156348,hair stylist|jew|landlord|muslim|palestinian,http://www.imdb.com/title/tt0960144/?ref_=fn_tt_tt_1,380,English,USA,PG-13,90000000,100018837,2008,5.5,1.85,0,206,197,,
4490,The Day the Earth Stood Still,276,104,Drama|Sci-Fi|Thriller,139426,alien|earth|giant robot|military|scientist,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,698,English,USA,PG-13,80000000,79363785,2008,5.5,2.35,0,245,64,,
1918,The House Bunny,129,97,Comedy|Romance,63969,makeover|party|playboy|playboy mansion|sorority,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,126,English,USA,PG-13,25000000,48237389,2008,5.5,2.35,0,803,17,,
2771,My Bloody Valentine,264,101,Horror|Thriller,45603,coma|death|miner|valentine|valentine's day,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,268,English,USA,R,15000000,51527787,2009,5.5,1.85,0,480,1078,,
1490,Whiteout,166,101,Action|Crime|Mystery|Thriller,31918,antarctica|geologist|investigation|u.s. marshal|winter,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,142,English,USA,R,35000000,10268846,2009,5.5,2.35,0,164,563,,
2468,I Come with the Rain,59,114,Thriller,2541,gangster|hong kong|missing person|missing son|serial killer,http://www.imdb.com/title/tt1024744/?ref_=fn_tt_tt_1,20,English,France,Not Rated,18000000,,2009,5.5,2.35,342,1015,974,,
3236,The Open Road,23,91,Comedy|Drama,2941,american south|baseball|farmland|motel|road trip,http://www.imdb.com/title/tt1007018/?ref_=fn_tt_tt_1,11,English,USA,PG-13,10000000,19348,2009,5.5,2.35,370,1371,31,,
728,Couples Retreat,166,113,Comedy,83506,couple|island|marriage|tropical|voyeurism,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,144,English,USA,PG-13,60000000,109176215,2009,5.5,1.85,0,348,212,,
4323,Nine Dead,25,83,Crime|Drama|Horror|Mystery|Thriller,9280,betrayal|car|connection|death|gun,http://www.imdb.com/title/tt0959329/?ref_=fn_tt_tt_1,64,English,USA,R,2000000,,2010,5.5,2.35,0,1937,1703,,
294,Little Fockers,180,98,Comedy|Romance,85531,birthday|critically bashed|male nurse|nurse|suspicion,http://www.imdb.com/title/tt0970866/?ref_=fn_tt_tt_1,152,English,USA,PG-13,100000000,148383780,2010,5.5,1.85,0,166,159,,
2042,Piranha 3D,365,88,Comedy|Horror,72552,bloody water|boat|party|piranha|spring break,http://www.imdb.com/title/tt0464154/?ref_=fn_tt_tt_1,374,English,USA,R,24000000,25003072,2010,5.5,2.35,13000,630,192,,
1140,The Bounty Hunter,161,110,Action|Comedy|Romance,96565,bounty hunter|death|murder|police officer|reporter,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,135,English,USA,PG-13,40000000,67061228,2010,5.5,2.35,0,279,70,,
3168,MacGruber,163,95,Action|Comedy|Romance,35888,colonel|lieutenant|nuclear warhead|team|washington d.c.,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,125,English,USA,R,10000000,8460995,2010,5.5,2.35,0,1332,1219,,
3812,We Have Your Husband,,87,Crime|Drama|Thriller,216,abduction|based on true story|mexico,http://www.imdb.com/title/tt2063015/?ref_=fn_tt_tt_1,3,English,USA,TV-PG,5000000,,2011,5.5,1.78,58,1342,1465,,
1033,Drive Angry,296,104,Action|Fantasy|Thriller,81800,baby|cult|oklahoma|sex scene|waitress,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,211,English,USA,R,50000000,10706786,2011,5.5,1.85,15000,480,77,,
263,The Smurfs,172,103,Adventure|Animation|Comedy|Family|Fantasy,66593,blue|new york|new york city|no opening credits|smurf,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,153,English,USA,PG,110000000,142614158,2011,5.5,1.78,31000,154,146,207,229
4681,The Innkeepers,292,101,Horror,27260,bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,247,English,USA,R,750000,77501,2011,5.5,2.35,0,2105,1836,,
709,Hop,156,95,Adventure|Animation|Comedy|Family|Fantasy,24089,drummer|easter|easter bunny|piaggio vespa gtv 250|slacker,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82,English,USA,PG,63000000,108012170,2011,5.5,1.85,0,344,283,,
175,The Twilight Saga: Breaking Dawn - Part 2,322,115,Adventure|Drama|Fantasy|Romance,185394,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,English,USA,PG-13,120000000,292298923,2012,5.5,2.35,65000,112,84,72,155
188,The Twilight Saga: Breaking Dawn - Part 2,322,115,Adventure|Drama|Fantasy|Romance,185394,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,English,USA,PG-13,120000000,292298923,2012,5.5,2.35,65000,112,84,72,155
3191,Atlas Shrugged II: The Strike,23,111,Drama|Mystery|Sci-Fi,5612,box office flop|critically bashed|government|industrialist|railroad,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,122,English,USA,PG-13,10000000,3333823,2012,5.5,2.35,0,1346,1227,,
1517,Stolen,98,96,Action|Crime|Drama|Thriller,36914,bank|money|presumed dead|rescue|thief,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,86,English,USA,R,35000000,183125,2012,5.5,2.35,0,172,77,,
3615,Casa de mi Padre,133,84,Comedy|Western,17169,absurd humor|drug lord|mexico|ranch|spaghetti western,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,70,Spanish,USA,R,6000000,5895238,2012,5.5,2.35,9000,1555,167,,
4634,Banshee Chapter,78,87,Horror|Thriller,6265,experiment|lsd|missing friend|mk ultra|radio broadcast,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,56,English,Germany,R,950000,,2013,5.5,,2000,2137,1862,,
3078,The Last Days on Mars,120,98,Horror|Sci-Fi|Thriller,28570,alien infection|astronaut|mars|mission|zombie,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,English,UK,R,7000000,23838,2013,5.5,2.35,0,1296,820,,
4132,Open Road,9,85,Action|Drama|Thriller,1370,dealer|drugs|killer|police,http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1,9,English,Brazil,,3000000,,2013,5.5,2.35,433,1826,1604,,
4997,A True Story,,96,Comedy,181,ellipsis in title|long title|period in title|punctuation in title|title ends with period,http://www.imdb.com/title/tt1524083/?ref_=fn_tt_tt_1,4,English,USA,,45000,,2013,5.5,2.35,72,2374,934,,
4133,They Came Together,98,83,Comedy,16987,halloween party|new york city|racism|romcom|spoof,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1,85,English,USA,R,,,2014,5.5,1.85,0,670,265,,
4455,Girl House,63,99,Horror|Thriller,4948,college student|disfigured face|house|suicide|website,http://www.imdb.com/title/tt2577172/?ref_=fn_tt_tt_1,33,English,Canada,,3150000,,2014,5.5,2.35,969,1563,1770,,
342,Seventh Son,175,102,Action|Adventure|Fantasy,54501,apprentice|demon|exorcism|master apprentice relationship|witch,http://www.imdb.com/title/tt1121096/?ref_=fn_tt_tt_1,154,English,USA,PG-13,95000000,17176900,2014,5.5,2.35,16000,194,31,,
4423,Unsullied,6,93,Action|Horror|Thriller,95,,http://www.imdb.com/title/tt3139764/?ref_=fn_tt_tt_1,3,English,USA,R,1500000,,2014,5.5,2.35,307,1996,1751,,
4603,Creative Control,36,97,Drama|Sci-Fi,1048,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,7,English,USA,R,1000000,62480,2015,5.5,2.39,793,2111,1842,,
4247,The Timber,19,81,Adventure|Drama|Western,1274,,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,17,English,USA,,2100000,,2015,5.5,2.35,380,1894,1664,,
808,Mortdecai,181,107,Action|Comedy|Mystery|Romance,47320,art dealer|fake painting|macguffin|moustache|stolen painting,http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1,188,English,UK,R,60000000,7605668,2015,5.5,2.35,12000,387,2,,
164,Gods of Egypt,184,126,Action|Adventure|Fantasy,51892,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273,English,USA,PG-13,140000000,31141074,2016,5.5,2.35,24000,105,70,137,145
93,Independence Day: Resurgence,286,120,Action|Adventure|Sci-Fi,58137,alien|battle|defense|independence day|mothership,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520,English,USA,PG-13,165000000,102315545,2016,5.5,2.35,67000,43,69,82,86
1583,Ghostbusters,464,116,Action|Comedy|Fantasy|Sci-Fi,69790,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,English,USA,PG-13,144000000,118099659,2016,5.5,2.35,62000,100,99,,
151,Ghostbusters,464,116,Action|Comedy|Fantasy|Sci-Fi,69757,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,English,USA,PG-13,144000000,118099659,2016,5.5,2.35,62000,100,99,127,134
4336,The Torture Chamber of Dr. Sadism,38,80,Horror|Mystery,952,count|drawn and quartered|tied up|torture chamber|torture device,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,36,German,West Germany,M,,,1967,6.0,1.66,200,1946,19,,
1483,Krull,57,116,Action|Adventure|Fantasy,23351,cyclops|fortress|monster|planet|rescue,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,178,English,UK,PG,27000000,,1983,6.0,2.35,0,643,23,,
3443,The Hotel New Hampshire,9,109,Comedy|Drama|Romance,6595,football|hotel|teenage girl|terrorist|wien,http://www.imdb.com/title/tt0087428/?ref_=fn_tt_tt_1,61,English,UK,R,7500000,5100000,1984,6.0,1.85,345,1483,1325,,
2682,Firestarter,45,114,Action|Horror|Sci-Fi|Thriller,22797,captain|experiment|fire|psychic|secret government agency,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,96,English,USA,R,15000000,15100000,1984,6.0,2.35,0,1116,762,,
3991,Creepshow 2,95,85,Comedy|Fantasy|Horror|Thriller,15956,anthology|hit and run|hit by a car|living statue|melting woman,http://www.imdb.com/title/tt0092796/?ref_=fn_tt_tt_1,118,English,USA,R,3500000,14000000,1987,6.0,1.85,1000,1753,643,,
2609,Twins,27,107,Comedy|Crime,87538,bare chested male|brother|catholic orphanage|long lost siblings|twins,http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1,79,English,USA,PG,15000000,111936400,1988,6.0,1.85,0,246,366,,
2291,We're No Angels,20,106,Comedy|Crime,17349,con|convict|escape|police|priest,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,42,English,USA,PG-13,20000000,10555348,1989,6.0,2.35,855,435,159,,
1838,Kindergarten Cop,46,111,Action|Comedy|Crime,107801,astoria|kindergarten|kindergarten teacher|school|teacher,http://www.imdb.com/title/tt0099938/?ref_=fn_tt_tt_1,109,English,USA,PG-13,26000000,91457688,1990,6.0,1.85,0,246,240,,
3402,Showdown in Little Tokyo,45,79,Action|Comedy|Crime|Thriller,12561,bare chested male|detective|electric torture|japanese american|yakuza,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,102,English,USA,R,8000000,2275557,1991,6.0,1.85,0,1116,155,,
1884,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,68,88,Action|Adventure|Comedy|Family|Sci-Fi,42765,chop socky|mutant|ninja|shredder|turtle,http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1,93,English,USA,PG,25000000,78656813,1991,6.0,1.85,0,792,752,,
2071,Harley Davidson and the Marlboro Man,30,98,Action|Crime|Drama|Thriller|Western,14473,bar|biker|cowboy|drugs|marlboro,http://www.imdb.com/title/tt0102005/?ref_=fn_tt_tt_1,81,English,USA,R,23000000,7434726,1991,6.0,1.85,0,514,160,,
3045,Raising Cain,33,91,Crime|Drama|Thriller,9903,hitchcockian|long tracking shot|psychologist|psychology|wig,http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1,80,English,USA,R,12000000,21370057,1992,6.0,1.85,541,209,1178,,
1250,Medicine Man,25,106,Adventure|Drama|Romance,17443,cancer|environment|gas chromatograph|jungle|nature,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,56,English,USA,PG-13,40000000,45500797,1992,6.0,2.35,694,131,514,,
1269,The Shadow,70,93,Action|Adventure|Crime|Fantasy|Mystery|Thriller,18723,1930s|bomb|city|invisibility|the shadow,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,146,English,USA,PG-13,25000000,32055248,1994,6.0,1.85,0,503,447,,
854,Disclosure,55,128,Drama|Thriller,36587,computer|marriage|non statutory female on male rape|promotion|sexual harassment,http://www.imdb.com/title/tt0109635/?ref_=fn_tt_tt_1,95,English,USA,R,55000000,83000000,1994,6.0,2.35,0,277,125,,
848,Casper,26,100,Comedy|Family|Fantasy,85903,casper|friendly ghost|ghost|maine|mansion,http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1,92,English,USA,PG,50000000,100328194,1995,6.0,1.85,0,180,377,,
4092,Kama Sutra: A Tale of Love,33,109,Crime|Drama|History|Romance,8239,courtesan|friend|kama sutra|seduction|wedding,http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1,92,English,USA,R,3000000,4109095,1996,6.0,1.85,0,873,1343,,
1119,Multiplicity,43,117,Comedy|Romance|Sci-Fi,24757,clone|cloning|construction|same actor playing two characters simultaneously on screen|year 1996,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,81,English,USA,PG-13,45000000,20101861,1996,6.0,2.35,0,370,463,,
1056,The Cable Guy,72,96,Comedy|Drama|Thriller,122347,cable guy|foreplay|friend|kissing|television,http://www.imdb.com/title/tt0115798/?ref_=fn_tt_tt_1,345,English,USA,PG-13,47000000,60154431,1996,6.0,2.35,0,202,92,,
667,Broken Arrow,72,108,Action|Crime|Thriller,77390,captain|desert|major|park ranger|utah,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,189,English,USA,R,50000000,70450000,1996,6.0,2.35,0,134,305,,
500,The Postman,79,177,Action|Adventure|Drama|Sci-Fi,56403,drifter|escape|hope|postman|usa,http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1,376,English,USA,R,80000000,17593391,1997,6.0,2.35,0,260,243,,
3002,Critical Care,25,107,Comedy|Drama,1427,half sister|hospital|latex gloves|medicine|nun,http://www.imdb.com/title/tt0118901/?ref_=fn_tt_tt_1,12,English,Australia,R,12000000,141853,1997,6.0,1.85,88,860,794,,
559,Soldier,67,99,Action|Drama|Sci-Fi,44248,crash survivor|planet|sergeant|soldier|survivor,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,373,English,UK,R,75000000,14567883,1998,6.0,2.35,0,216,264,,
567,Sphere,108,134,Drama|Mystery|Sci-Fi|Thriller,81611,manifestation|ocean|spacecraft|spaceship|sphere,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,274,English,USA,PG-13,75000000,36976367,1998,6.0,2.35,0,277,266,,
1128,Deep Rising,106,106,Action|Adventure|Horror|Sci-Fi,26551,creature feature|hijacker|ocean|ship|shot in the leg,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,273,English,USA,R,45000000,11146409,1998,6.0,2.35,0,55,154,,
2792,Dead Man on Campus,37,96,Comedy,11729,college|college roommate|party|roommate|student,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,106,English,USA,R,14000000,15062898,1998,6.0,1.85,645,1174,375,,
2340,Les couloirs du temps: Les visiteurs II,8,118,Comedy|Family|Fantasy|Sci-Fi,7147,jewel|knight|magical potion|sequel|time travel comedy,http://www.imdb.com/title/tt0120882/?ref_=fn_tt_tt_1,16,French,France,,140000000,146072,1998,6.0,2.35,136,583,915,,
1821,The Newton Boys,63,123,Action|Crime|Drama|History|Western,8309,bank robber|brother brother relationship|crime spree|explosive|train,http://www.imdb.com/title/tt0120769/?ref_=fn_tt_tt_1,39,English,USA,PG-13,27000000,10297897,1998,6.0,2.35,315,777,73,,
2656,The Object of My Affection,65,111,Comedy|Drama|Romance,15582,baby|dancing|gay|name calling|penis slur,http://www.imdb.com/title/tt0120772/?ref_=fn_tt_tt_1,132,English,USA,R,15000000,29106737,1998,6.0,1.85,849,1000,626,,
1536,Pushing Tin,56,124,Comedy|Drama|Romance,24826,air traffic control|air traffic controller|female bodybuilder|job|marriage,http://www.imdb.com/title/tt0120797/?ref_=fn_tt_tt_1,175,English,USA,R,38000000,8406264,1999,6.0,2.35,783,37,61,,
638,Mystery Men,125,121,Action|Comedy|Fantasy|Sci-Fi,53970,bowling|rajah|sphinx|spleen|superhero,http://www.imdb.com/title/tt0132347/?ref_=fn_tt_tt_1,435,English,USA,PG-13,65000000,29655590,1999,6.0,1.85,0,316,85,,
4543,Godzilla 2000,107,99,Action|Adventure|Drama|Sci-Fi|Thriller,5442,godzilla|kaiju|monster|orga|ufo,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,140,Japanese,Japan,PG,1000000000,10037390,1999,6.0,2.35,339,2072,1811,,
3150,The Corruptor,91,110,Action|Crime|Drama|Mystery|Thriller,15358,chinatown|illegal immigrant|new york|police|triad,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,131,English,USA,R,30000000,15156200,1999,6.0,2.35,328,1125,1215,,
2872,Light It Up,39,99,Drama|Thriller,3116,black cop|die hard scenario|hostage negotiator|police|police brutality,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,USA,R,13000000,5871603,1999,6.0,1.85,251,1207,170,,
219,How the Grinch Stole Christmas,175,110,Comedy|Family|Fantasy,141414,box office hit|christmas|materialism|public humiliation|snowflake,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,482,English,USA,PG,123000000,260031035,2000,6.0,1.85,0,85,122,176,192
1051,Bedazzled,125,93,Comedy|Fantasy|Romance,81888,contract|devil|dream|soul|wish,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,254,English,USA,PG-13,48000000,37879996,2000,6.0,2.35,0,370,241,,
2577,Duets,65,112,Comedy|Drama|Music,8217,convict|karaoke|middle america|salesman|singer,http://www.imdb.com/title/tt0134630/?ref_=fn_tt_tt_1,123,English,USA,R,15000000,4734235,2000,6.0,1.85,573,1070,1015,,
4600,The Specials,29,82,Action|Comedy|Fantasy|Sci-Fi,1938,action figure|press conference|superhero|superhero team|toy,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,54,English,USA,R,1000000,12996,2000,6.0,1.85,210,640,66,,
1149,28 Days,116,103,Comedy|Drama,34597,12 step program|box office hit|car accident|vomiting|wedding,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,194,English,USA,PG-13,43000000,37035515,2000,6.0,1.37,0,292,27,,
1856,Original Sin,93,118,Drama|Mystery|Romance|Thriller,44913,delaware|erotica|money|pursuit|sex scene,http://www.imdb.com/title/tt0218922/?ref_=fn_tt_tt_1,181,English,France,R,42000000,16252765,2001,6.0,2.35,3000,783,61,,
2828,The Caveman's Valentine,58,105,Crime|Drama|Music|Mystery|Thriller,5602,chrysler building manhattan new york city|delusion|manhattan new york city|new york city|title directed by female,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,59,English,USA,R,,687081,2001,6.0,1.85,329,1023,346,,
1882,Jimmy Neutron: Boy Genius,66,82,Action|Adventure|Animation|Comedy|Family|Sci-Fi,23943,alien|boy genius|children|genius|rescue,http://www.imdb.com/title/tt0268397/?ref_=fn_tt_tt_1,118,English,USA,G,30000000,80920948,2001,6.0,1.85,425,506,184,,
1488,American Outlaws,44,94,Action|Western,12077,legend|old west|outlaw|railroad|stealing from the rich,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,162,English,USA,PG-13,35000000,13264986,2001,6.0,1.85,433,243,609,,
4743,Never Again,25,98,Comedy|Romance,709,bar|gay bar|love|mother son relationship|new york,http://www.imdb.com/title/tt0244094/?ref_=fn_tt_tt_1,34,English,USA,R,500000,295468,2001,6.0,1.85,139,2206,14,,
3445,Men with Brooms,9,102,Comedy|Drama|Romance|Sport,3709,championship|coach|curling|marriage|rural setting,http://www.imdb.com/title/tt0263734/?ref_=fn_tt_tt_1,83,English,Canada,R,7500000,4239767,2002,6.0,1.85,0,959,1326,,
244,Windtalkers,152,153,Action|Drama|War,55994,code|duty|steel helmet|u.s. marine|u.s. soldier,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1,454,English,USA,R,115000000,40911830,2002,6.0,2.35,0,134,77,193,212
2485,City of Ghosts,38,116,Crime|Drama|Thriller,4387,bag over head|buddhist temple|loss of friend|male bonding|nightclub,http://www.imdb.com/title/tt0164003/?ref_=fn_tt_tt_1,67,English,USA,R,17500000,325491,2002,6.0,1.85,204,1025,982,,
1805,Divine Secrets of the Ya-Ya Sisterhood,93,116,Drama,15352,flashback|interview|louisiana|playwright|secret society,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,199,English,USA,PG-13,27000000,69586544,2002,6.0,2.35,0,771,724,,
593,S.W.A.T.,144,117,Action|Adventure|Crime|Thriller,119807,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340,English,USA,PG-13,80000000,116643346,2003,6.0,2.35,0,295,120,,
4739,The R.M.,3,101,Comedy|Crime|Family,651,latter day saints|missionary|pickup truck|police|video camera,http://www.imdb.com/title/tt0341540/?ref_=fn_tt_tt_1,34,English,USA,PG,500000,1111615,2003,6.0,,44,2201,1923,,
3495,House of 1000 Corpses,202,105,Horror,60709,actor playing multiple roles|axe|dark comedy|masked man|sadism,http://www.imdb.com/title/tt0251736/?ref_=fn_tt_tt_1,922,English,USA,R,7000000,12583510,2003,6.0,1.85,0,1097,1337,,
873,The Hunted,135,94,Action|Crime|Drama|Thriller,35830,capture|combat|fbi|hunter|special forces,http://www.imdb.com/title/tt0269347/?ref_=fn_tt_tt_1,321,English,USA,R,55000000,34238611,2003,6.0,1.85,0,410,264,,
349,The Alamo,106,137,Drama|History|War|Western,16832,army|dictator|general|texan|texas,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,267,English,USA,PG-13,107000000,22406362,2004,6.0,2.35,701,199,185,,
992,Raising Helen,93,119,Comedy|Drama|Romance,30890,fashion show|female protagonist|love|pastor|queens new york city,http://www.imdb.com/title/tt0350028/?ref_=fn_tt_tt_1,106,English,USA,PG-13,50000000,37486138,2004,6.0,1.85,718,293,422,,
4809,Show Me,10,97,Drama|Thriller,369,bathtub|implied incest|lesbian|squeegee|tied to a chair,http://www.imdb.com/title/tt0414510/?ref_=fn_tt_tt_1,5,French,Canada,R,900000,,2004,6.0,1.78,12,2245,749,,
542,Shark Tale,143,90,Adventure|Animation|Comedy|Family,132415,anchor|fish|mobster|shark|vegetarian,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,288,English,USA,PG,75000000,160762022,2004,6.0,1.85,0,193,159,,
2972,The Alamo,106,137,Drama|History|War|Western,16832,army|dictator|general|texan|texas,http://www.imdb.com/title/tt0318974/?ref_=fn_tt_tt_1,267,English,USA,PG-13,107000000,22406362,2004,6.0,2.35,701,199,185,,
4433,Forty Shades of Blue,39,108,Drama|Music|Romance,1134,love|music producer|previous marriage|rock 'n' roll|russian,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,26,English,USA,R,1500000,,2005,6.0,1.85,216,1260,742,,
1025,Domino,186,127,Action|Biography|Crime|Drama|Thriller,58015,bounty hunter|fbi|female bounty hunter|female nudity|reality show,http://www.imdb.com/title/tt0421054/?ref_=fn_tt_tt_1,374,English,France,R,50000000,10137232,2005,6.0,2.35,0,165,432,,
170,Sahara,163,124,Action|Adventure|Comedy|Thriller,77673,beach|civil war|desert|dictator|ship,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,463,English,UK,PG-13,130000000,68642452,2005,6.0,2.35,0,109,73,60,151
