SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE
101844,0,Cash loans,F,N,Y,0,76500.0,71955.0,7137.0,67500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.025164
379409,0,Cash loans,F,N,Y,1,67500.0,207306.0,11376.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004
265165,0,Cash loans,F,N,N,0,112500.0,134775.0,5836.5,112500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246
147496,0,Cash loans,F,N,N,0,90000.0,450000.0,19066.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392
243789,0,Revolving loans,M,Y,Y,0,135000.0,270000.0,13500.0,270000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00963
107951,0,Cash loans,F,N,N,0,67500.0,675000.0,29731.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755
375003,0,Cash loans,M,N,Y,2,90000.0,348264.0,21433.5,315000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.01885
128475,0,Cash loans,M,Y,Y,0,157500.0,728460.0,41949.0,675000.0,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246
413801,0,Cash loans,M,Y,Y,0,126000.0,273636.0,29164.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00702
152926,0,Cash loans,M,Y,Y,2,315000.0,472500.0,48546.0,472500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.028663
100461,0,Cash loans,F,Y,Y,0,252000.0,288873.0,16713.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114
153355,0,Cash loans,F,N,Y,0,135000.0,526491.0,22131.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007120000000000001
243472,1,Cash loans,F,N,Y,0,45000.0,284400.0,13387.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209
371777,0,Cash loans,F,N,Y,0,238500.0,1174005.0,81837.0,1125000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006296
248174,0,Revolving loans,F,Y,Y,0,135000.0,450000.0,22500.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011703
116022,0,Cash loans,F,N,Y,0,112500.0,450000.0,33777.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.014519999999999996
198656,0,Cash loans,F,N,N,0,108000.0,916470.0,25330.5,765000.0,,State servant,Higher education,Married,House / apartment,0.02461
392599,0,Cash loans,M,Y,Y,0,247500.0,573408.0,36774.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622
374066,1,Cash loans,M,N,Y,0,337500.0,450000.0,22018.5,450000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625
253645,0,Cash loans,F,Y,Y,0,112500.0,239850.0,25317.0,225000.0,Family,Pensioner,Higher education,Married,House / apartment,0.010556
426897,0,Cash loans,F,N,Y,0,225000.0,781920.0,36364.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005002
414747,0,Revolving loans,F,N,N,0,157500.0,180000.0,9000.0,180000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.008625
262824,0,Cash loans,F,N,Y,0,337500.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464
438244,0,Cash loans,F,Y,Y,0,283500.0,675000.0,32602.5,675000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392
352135,0,Cash loans,M,Y,Y,2,315000.0,360000.0,28570.5,360000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755
175141,0,Cash loans,F,Y,Y,0,391500.0,720000.0,40203.0,720000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209
275736,0,Cash loans,F,N,Y,1,135000.0,521280.0,31630.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.032561
114923,0,Cash loans,F,N,N,0,90000.0,229500.0,15336.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.009334
248532,0,Revolving loans,M,N,Y,0,88087.5,135000.0,6750.0,135000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622
331345,0,Cash loans,F,Y,Y,2,135000.0,250213.5,27076.5,216000.0,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.032561
446999,0,Revolving loans,M,Y,Y,1,90000.0,247500.0,12375.0,247500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392
107448,0,Cash loans,F,N,N,0,180000.0,545040.0,30564.0,450000.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.04622
365061,0,Revolving loans,F,N,Y,0,112500.0,405000.0,20250.0,405000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.015221
165686,0,Cash loans,F,N,Y,1,270000.0,747000.0,21969.0,747000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.018209
129486,1,Cash loans,F,N,Y,0,112500.0,640080.0,24259.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.018801
344696,1,Cash loans,M,Y,Y,0,315000.0,1178703.0,79218.0,1129500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.016612000000000002
115923,0,Cash loans,F,N,N,1,135000.0,85500.0,4905.0,85500.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.019101
257891,0,Cash loans,M,Y,Y,0,166500.0,422892.0,45000.0,382500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.032561
363497,0,Cash loans,F,N,Y,0,157500.0,450000.0,23562.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.028663
167169,0,Cash loans,F,N,Y,0,202500.0,803259.0,29641.5,670500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.016612000000000002
257655,0,Cash loans,F,N,Y,0,157500.0,1058148.0,42093.0,855000.0,Family,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.035792000000000004
109558,0,Revolving loans,M,Y,Y,0,270000.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164
120819,1,Cash loans,F,N,Y,3,67500.0,450000.0,20979.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164
447910,0,Cash loans,M,Y,Y,0,225000.0,481176.0,24696.0,360000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.030755
275019,0,Cash loans,F,N,Y,0,135000.0,495972.0,23989.5,414000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228
362932,0,Cash loans,F,N,Y,0,270000.0,454500.0,14791.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.003540999999999999
447019,0,Cash loans,M,Y,N,0,112500.0,877500.0,37179.0,877500.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.009175
253060,0,Cash loans,M,Y,Y,0,225000.0,1110582.0,36832.5,909000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004
151269,0,Revolving loans,F,Y,N,1,315000.0,675000.0,33750.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00702
378301,1,Cash loans,M,Y,Y,2,157500.0,521280.0,26743.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.035792000000000004
332169,0,Cash loans,F,N,Y,0,157500.0,634360.5,30649.5,567000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.016612000000000002
243841,0,Cash loans,F,N,Y,0,202500.0,835380.0,40320.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.014464
422517,0,Cash loans,F,N,Y,0,180000.0,1258650.0,53455.5,1125000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018029
277407,0,Cash loans,M,Y,Y,0,315000.0,755190.0,32125.5,675000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.018029
287925,0,Cash loans,M,Y,N,2,180000.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.006629
443586,0,Cash loans,M,N,Y,1,184500.0,474048.0,21010.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004
102951,0,Cash loans,F,N,N,0,112500.0,675000.0,20668.5,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.020713
281910,0,Cash loans,F,N,Y,0,112500.0,673875.0,26239.5,562500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823
137267,0,Cash loans,M,N,N,0,58500.0,67500.0,7087.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392
449108,0,Cash loans,F,N,N,1,270000.0,971280.0,62203.5,900000.0,Family,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.04622
236393,0,Cash loans,F,N,N,0,76500.0,900000.0,29875.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004
295693,0,Cash loans,F,Y,Y,2,202500.0,808650.0,31464.0,675000.0,Family,Working,Higher education,Married,House / apartment,0.030755
448547,0,Cash loans,F,Y,Y,1,67500.0,562491.0,27189.0,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.01885
298042,0,Cash loans,M,Y,N,0,112500.0,640080.0,29970.0,450000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755
384785,0,Cash loans,F,Y,Y,1,202500.0,284400.0,13963.5,225000.0,Family,Commercial associate,Lower secondary,Married,House / apartment,0.025164
314196,0,Cash loans,F,Y,Y,0,270000.0,601470.0,32629.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622
265700,0,Cash loans,F,Y,Y,0,270000.0,385375.5,40594.5,346500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.035792000000000004
450860,0,Revolving loans,F,Y,N,0,225000.0,630000.0,31500.0,630000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.072508
365568,0,Cash loans,F,N,N,0,90382.5,333000.0,9288.0,333000.0,Unaccompanied,Commercial associate,Higher education,Separated,With parents,0.030755
167997,0,Cash loans,F,N,N,0,157500.0,485640.0,31531.5,450000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018634
356947,0,Cash loans,F,N,Y,1,148500.0,1042560.0,34587.0,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.003540999999999999
183227,0,Cash loans,F,N,Y,1,135000.0,900000.0,46084.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663
431739,0,Cash loans,M,Y,Y,1,135000.0,224136.0,14593.5,198000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801
284945,0,Cash loans,F,N,Y,0,112500.0,760225.5,30280.5,679500.0,Family,Working,Higher education,Single / not married,House / apartment,0.031329
314938,0,Cash loans,F,N,Y,0,90000.0,277969.5,17892.0,229500.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.018634
257332,1,Cash loans,F,Y,N,3,112500.0,248760.0,29520.0,225000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.011703
125968,0,Cash loans,M,N,Y,0,112500.0,807984.0,26833.5,697500.0,Other_B,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329
447693,0,Cash loans,F,N,Y,0,99000.0,508495.5,24462.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.00963
390244,0,Cash loans,F,N,Y,1,162000.0,664569.0,32098.5,594000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703
332895,0,Cash loans,F,N,Y,0,103500.0,375322.5,17388.0,324000.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.035792000000000004
246262,1,Cash loans,M,N,Y,0,81000.0,276277.5,12802.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885
415633,0,Cash loans,F,Y,Y,0,225000.0,571446.0,16839.0,477000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020246
352865,0,Cash loans,F,N,Y,0,112500.0,808650.0,22365.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.030755
122341,0,Cash loans,F,Y,N,1,135000.0,114682.5,11880.0,99000.0,Unaccompanied,Working,Higher education,Married,With parents,0.006305
152396,0,Cash loans,M,Y,Y,0,270000.0,942300.0,36643.5,675000.0,"Spouse, partner",State servant,Secondary / secondary special,Married,House / apartment,0.04622
222979,0,Cash loans,F,Y,Y,0,112500.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689
263091,0,Cash loans,F,N,Y,0,76500.0,187704.0,6124.5,148500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329
354582,0,Cash loans,M,N,N,0,292500.0,545040.0,25407.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.020246
163825,0,Cash loans,F,N,Y,0,121500.0,1096020.0,48406.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004
387169,0,Revolving loans,M,N,N,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Municipal apartment,0.009334
409771,0,Cash loans,F,N,N,0,103500.0,481495.5,33511.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556
166325,0,Cash loans,F,Y,Y,0,180000.0,675000.0,34465.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.025164
265254,0,Cash loans,M,N,Y,0,123750.0,720000.0,28683.0,720000.0,Family,Working,Incomplete higher,Married,House / apartment,0.00496
109408,0,Cash loans,M,Y,N,0,117000.0,225000.0,10489.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.006008
379264,0,Cash loans,M,Y,Y,1,270000.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.04622
293389,0,Cash loans,F,N,Y,1,180000.0,312768.0,16506.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003540999999999999
110792,0,Revolving loans,F,N,Y,0,225000.0,585000.0,29250.0,585000.0,Family,Working,Higher education,Married,House / apartment,0.020713
374264,0,Cash loans,F,N,N,0,270000.0,942300.0,27679.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.003813
420969,0,Revolving loans,F,Y,Y,0,337500.0,585000.0,29250.0,585000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,House / apartment,0.04622
250420,0,Cash loans,M,N,Y,0,450000.0,640080.0,31131.0,450000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.032561
376433,0,Cash loans,M,Y,Y,0,193500.0,285723.0,21492.0,238500.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.010032
315913,0,Cash loans,F,N,Y,0,283500.0,1113840.0,57001.5,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.072508
355346,0,Cash loans,F,Y,N,0,202500.0,536917.5,17874.0,463500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.008473999999999999
388162,0,Cash loans,F,N,Y,0,162000.0,818671.5,41931.0,661500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464
327047,0,Cash loans,F,N,Y,1,81000.0,456273.0,23427.0,346500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029
396957,0,Cash loans,M,Y,Y,0,202500.0,1350000.0,57199.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,Co-op apartment,0.04622
397654,0,Cash loans,F,N,Y,0,148500.0,810000.0,34447.5,810000.0,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,0.026392
454004,0,Cash loans,F,N,Y,0,112500.0,254700.0,24939.0,225000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.007273999999999998
347970,1,Cash loans,F,N,Y,1,76500.0,76410.0,8235.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733
231922,0,Cash loans,M,N,N,0,135000.0,396171.0,20871.0,342000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.00496
444579,0,Cash loans,M,N,Y,0,121500.0,495000.0,14602.5,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755
314012,0,Cash loans,M,N,Y,1,360000.0,665892.0,24592.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006233
338030,0,Cash loans,M,N,Y,1,225000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246
441389,0,Cash loans,F,N,Y,0,112500.0,283419.0,15952.5,234000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164
274734,1,Cash loans,M,N,N,0,157500.0,284400.0,18513.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.007305
308555,0,Cash loans,F,N,Y,1,135000.0,157500.0,12316.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006852
253971,0,Cash loans,F,Y,Y,0,270000.0,1520451.0,41940.0,1359000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.035792000000000004
438690,0,Revolving loans,F,Y,Y,0,256500.0,360000.0,18000.0,360000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.007305
396832,0,Cash loans,M,N,Y,2,270000.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246
379279,0,Cash loans,F,Y,Y,2,292500.0,490495.5,51633.0,454500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622
268181,0,Cash loans,M,N,N,0,202500.0,361462.5,18585.0,274500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.020713
411459,0,Cash loans,M,Y,Y,2,108000.0,450000.0,21109.5,450000.0,"Spouse, partner",State servant,Secondary / secondary special,Married,House / apartment,0.0228
243190,0,Cash loans,M,Y,Y,0,180000.0,450000.0,38623.5,450000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.006233
106437,1,Cash loans,F,Y,N,1,391500.0,1006920.0,51543.0,900000.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.003813
121140,0,Cash loans,F,N,N,2,45000.0,675000.0,24246.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733
187859,1,Cash loans,F,N,Y,0,157500.0,219042.0,17433.0,193500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.007273999999999998
152800,0,Cash loans,F,N,Y,0,270000.0,1575000.0,58500.0,1575000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.032561
394293,0,Cash loans,M,Y,Y,0,90000.0,825673.5,32872.5,738000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.007120000000000001
215687,0,Revolving loans,F,N,Y,0,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.014519999999999996
421657,1,Revolving loans,M,Y,Y,1,225000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006305
385009,0,Cash loans,M,N,N,0,360000.0,239850.0,25960.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Co-op apartment,0.019689
411448,0,Cash loans,F,N,Y,1,90000.0,167121.0,8662.5,139500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008575
337215,0,Cash loans,F,N,N,0,90000.0,814041.0,23931.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689
363587,0,Cash loans,F,N,N,1,126000.0,824823.0,26739.0,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801
184004,0,Cash loans,M,Y,Y,0,292500.0,1762110.0,46611.0,1575000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625
374414,0,Cash loans,F,N,N,2,90000.0,153576.0,10390.5,121500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0105
323095,0,Cash loans,F,Y,N,1,112500.0,545040.0,25537.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.031329
364784,0,Cash loans,F,N,Y,0,180000.0,1024290.0,30078.0,855000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00823
154422,0,Cash loans,F,Y,Y,1,261000.0,396000.0,18459.0,396000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.026392
154130,0,Cash loans,F,N,N,0,180000.0,427500.0,28566.0,427500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.04622
370423,0,Revolving loans,F,N,Y,0,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.00496
279692,0,Revolving loans,F,N,Y,0,225000.0,630000.0,31500.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622
109956,0,Cash loans,M,Y,Y,3,270000.0,172021.5,17757.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885
242927,0,Cash loans,F,N,Y,0,126000.0,835380.0,35523.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657
106006,0,Cash loans,M,N,Y,2,157500.0,332946.0,17127.0,238500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.02461
327918,1,Cash loans,M,N,N,0,166500.0,1546020.0,45202.5,1350000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461
167463,1,Cash loans,F,Y,Y,1,81000.0,484789.5,26428.5,418500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329
301254,0,Cash loans,F,Y,Y,0,157500.0,254700.0,24939.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801
183695,0,Cash loans,F,N,N,0,90000.0,271066.5,11614.5,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885
234000,1,Cash loans,F,N,Y,2,85500.0,125640.0,8626.5,90000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.020246
237370,0,Cash loans,F,N,N,0,180000.0,567000.0,18288.0,567000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.030755
398130,0,Cash loans,M,Y,N,0,112500.0,225000.0,14377.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019101
358757,1,Cash loans,M,N,Y,2,112500.0,450000.0,30204.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392
438643,0,Cash loans,M,N,N,1,292500.0,640080.0,29970.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792000000000004
137281,0,Cash loans,F,Y,Y,1,112500.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755
334271,0,Cash loans,M,Y,N,0,225000.0,284400.0,10719.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.003818
149375,0,Cash loans,F,N,N,0,157500.0,375408.0,24120.0,297000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.003813
242862,0,Cash loans,F,Y,N,2,225000.0,619965.0,16483.5,517500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246
197240,1,Cash loans,F,Y,Y,1,211500.0,1031053.5,40257.0,783000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004
182435,0,Revolving loans,F,N,Y,0,63000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246
154502,0,Cash loans,F,Y,Y,1,157500.0,178290.0,16798.5,157500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.04622
388933,0,Revolving loans,F,N,Y,0,54000.0,202500.0,10125.0,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221
430298,0,Cash loans,M,Y,Y,2,202500.0,399559.5,31050.0,342000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032
316725,0,Cash loans,M,Y,N,0,270000.0,1305000.0,38286.0,1305000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.072508
323940,0,Cash loans,M,N,Y,1,157500.0,1078200.0,31653.0,900000.0,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801
316520,0,Cash loans,M,Y,Y,0,139500.0,755190.0,36459.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018029
370485,0,Cash loans,F,N,N,1,216000.0,781920.0,42417.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.011657
284948,0,Revolving loans,F,Y,Y,0,202500.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622
413875,0,Cash loans,F,N,Y,0,135000.0,450000.0,17095.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.006207
386080,0,Cash loans,F,N,Y,0,90000.0,239850.0,23719.5,225000.0,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,0.010966
109301,0,Cash loans,F,N,Y,1,180000.0,578979.0,31536.0,517500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.04622
346306,0,Revolving loans,F,N,N,1,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.010276
435898,0,Cash loans,F,N,Y,0,360000.0,1626394.5,56529.0,1404000.0,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.072508
261659,1,Cash loans,F,Y,Y,0,135000.0,521280.0,31500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.025164
375619,0,Revolving loans,F,N,N,1,135000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101
393333,0,Cash loans,M,Y,Y,0,225000.0,360000.0,15133.5,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007273999999999998
158671,0,Cash loans,F,N,Y,0,202990.5,1129500.0,33187.5,1129500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.015221
216315,0,Revolving loans,M,Y,Y,0,405000.0,900000.0,45000.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663
258059,0,Cash loans,F,N,N,0,90000.0,253737.0,24849.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885
138628,0,Revolving loans,M,N,N,5,157500.0,135000.0,6750.0,135000.0,Family,State servant,Secondary / secondary special,Married,Rented apartment,0.003540999999999999
